W,Q2,eps,cos_th,Su,dSu,Slt,dSlt,Stt,dStt
1.63,1.8,0.8695,-0.775,76.344,9.64696,4.392,5.1905,6.624,7.99167
1.63,1.8,0.8695,-0.525,66.2,8.52298,3.693,4.50178,-17.216,7.72908
1.63,1.8,0.8695,-0.3,50.957,7.0403,7.654,4.62846,0.549,7.02829
1.63,1.8,0.8695,-0.1,55.231,7.36197,-2.075,4.4696,8.064,7.20603
1.63,1.8,0.8695,0.1,38.716,5.36639,-4.783,3.62743,10.601,5.89985
1.63,1.8,0.8695,0.3,61.3,7.83578,-6.968,4.25974,-0.36,7.07513
1.63,1.8,0.8695,0.5,55.52,7.29951,-11.009,4.00763,-13.567,7.31822
1.63,1.8,0.8695,0.675,53.389,7.42839,-2.253,4.46479,-7.855,8.08441
1.63,1.8,0.8695,0.825,72.8,9.84352,8.341,5.99003,1.791,9.83623
1.63,1.8,0.8695,0.95,66.561,10.7393,0.627,8.78031,7.033,13.9752
1.675,1.8,0.8601,-0.775,92.053,11.1807,-1.47,5.07092,-1.273,8.07337
1.675,1.8,0.8601,-0.525,84.724,10.1771,-1.785,4.56977,-4.107,7.14917
1.675,1.8,0.8601,-0.3,85.306,10.2874,5.069,4.6837,-5.296,7.34917
1.675,1.8,0.8601,-0.1,80.557,9.77178,-10.179,4.58922,7.057,7.19354
1.675,1.8,0.8601,0.1,88.336,10.6927,-18.198,4.73921,-14.346,7.9072
1.675,1.8,0.8601,0.3,90.775,10.921,-17.169,4.64574,-8.505,7.74519
1.675,1.8,0.8601,0.5,111.72,13.048,-18.896,4.81195,8.626,7.5121
1.675,1.8,0.8601,0.675,157.493,18.2228,-21.926,5.85403,-8.456,9.50364
1.675,1.8,0.8601,0.825,181.944,20.9156,-9.288,5.71134,-17.06,10.1384
1.675,1.8,0.8601,0.95,244.912,28.4635,-5.819,9.22715,-4.245,15.402
1.725,1.8,0.8493,-0.775,62.545,7.80295,6.836,4.47505,2.069,6.54948
1.725,1.8,0.8493,-0.525,48.637,5.9122,-4.959,2.88495,-14.994,4.96243
1.725,1.8,0.8493,-0.3,64.236,7.65698,-18.724,3.75604,-17.69,5.53364
1.725,1.8,0.8493,-0.1,72.6,8.59021,-20.315,4.24236,1.682,5.56248
1.725,1.8,0.8493,0.1,103.985,12.0997,-26.415,5.19926,-5.346,6.83169
1.725,1.8,0.8493,0.3,126.715,14.7571,-25.153,5.98371,7.104,8.246
1.725,1.8,0.8493,0.5,173.094,19.9641,-25.88,6.45964,14.784,9.6857
1.725,1.8,0.8493,0.675,222.203,25.2843,-29.685,10.7448,-3.699,4.64819
1.725,1.8,0.8493,0.825,286.963,32.3743,-21.821,6.78283,-6.495,10.703
1.725,1.8,0.8493,0.95,359.912,40.9274,-5.383,9.74338,-2.334,16.3653
1.775,1.8,0.838,-0.775,22.583,3.43395,5.321,3.13641,5.349,4.13563
1.775,1.8,0.838,-0.525,33.331,4.18685,-8.016,2.64113,-9.157,4.01363
1.775,1.8,0.838,-0.3,57.427,6.87898,-23.652,4.17414,-10.671,5.0333
1.775,1.8,0.838,-0.1,74.602,8.73215,-21.461,4.15064,-6.437,5.30374
1.775,1.8,0.838,0.1,111.824,12.8248,-25.89,4.86898,-5.805,6.1536
1.775,1.8,0.838,0.3,133.959,15.3275,-28.706,5.58717,-11.346,7.30169
1.775,1.8,0.838,0.5,175.972,20.0993,-31.101,6.65159,12.377,8.96375
1.775,1.8,0.838,0.675,204.616,23.4647,-19.415,6.4418,-0.771,10.6114
1.775,1.8,0.838,0.825,247.12,27.8882,-6.498,5.7257,3.798,9.44646
1.775,1.8,0.838,0.95,303.89,34.4395,0.271,7.93006,14.748,13.0654
1.825,1.8,0.825,-0.775,27.227,3.89683,8.975,3.33085,-3.063,4.45942
1.825,1.8,0.825,-0.525,32.224,4.02651,-0.884,2.04761,-13.886,3.88865
1.825,1.8,0.825,-0.3,52.674,6.2962,-18.03,3.57236,-3.474,4.47649
1.825,1.8,0.825,-0.1,71.238,8.44608,-10.717,4.35923,-0.634,6.17645
1.825,1.8,0.825,0.1,85.341,9.86088,-15.259,3.89256,4.913,5.38775
1.825,1.8,0.825,0.3,119.084,13.5924,-28.92,5.14664,-7.23,6.20592
1.825,1.8,0.825,0.5,136.231,15.5749,-16.624,5.22176,0.41,7.58715
1.825,1.8,0.825,0.675,163.855,18.9382,-12.401,5.5587,-15.518,9.7299
1.825,1.8,0.825,0.825,204.949,23.1989,-20.419,5.48915,-24.898,9.12545
1.825,1.8,0.825,0.95,286.487,32.4036,-18.771,7.58013,-17.842,11.9163
1.875,1.8,0.8128,-0.775,33.422,4.31515,-4.076,2.73785,3.112,4.24664
1.875,1.8,0.8128,-0.525,35.432,4.31989,-0.461,2.01672,-8.264,3.55501
1.875,1.8,0.8128,-0.3,42.126,5.05978,-12.409,2.70892,-1.971,3.72814
1.875,1.8,0.8128,-0.1,51.044,6.05232,-15.067,3.18112,-7.953,4.27158
1.875,1.8,0.8128,0.1,80.835,9.42234,-14.237,4.29331,-2.948,5.87913
1.875,1.8,0.8128,0.3,89.921,10.311,-14.172,3.59786,-15.009,5.44684
1.875,1.8,0.8128,0.5,131.759,15.0002,-4.113,4.45308,7.959,6.96354
1.875,1.8,0.8128,0.675,156.688,18.0576,-15.164,5.75244,-1.346,8.90039
1.875,1.8,0.8128,0.825,188.17,21.3389,-8.223,4.92979,0.523,8.33722
1.875,1.8,0.8128,0.95,271.251,30.6528,-13.486,7.10541,-7.443,11.1331
1.925,1.8,0.7996,-0.775,27.031,3.59431,0.736,2.55545,12.302,4.01487
1.925,1.8,0.7996,-0.525,24.18,3.0244,-0.338,1.5705,-8.355,2.89691
1.925,1.8,0.7996,-0.3,24.822,3.10239,-2.18,1.72496,-2.593,2.81341
1.925,1.8,0.7996,-0.1,36.896,4.45801,-8.437,2.34944,-6.328,3.56767
1.925,1.8,0.7996,0.1,46.913,5.58144,-15.607,3.29438,-11.717,4.41522
1.925,1.8,0.7996,0.3,77.949,8.99361,-11.029,3.58807,-5.682,5.2205
1.925,1.8,0.7996,0.5,107.04,12.1839,-14.391,3.82188,0.885,5.53297
1.925,1.8,0.7996,0.675,133.85,15.4783,-7.409,5.51851,1.799,8.33766
1.925,1.8,0.7996,0.825,187.544,21.279,-6.221,4.8964,-0.153,8.41402
1.925,1.8,0.7996,0.95,258.416,29.1652,-13.708,6.52711,-1.508,10.3725
1.975,1.8,0.7836,-0.775,25.178,3.30864,1.337,2.27638,3.012,3.50377
1.975,1.8,0.7836,-0.525,11.039,1.51444,1.571,1.0837,-1.891,1.72723
1.975,1.8,0.7836,-0.3,14.053,1.94213,-1.055,1.40244,-1.211,2.31334
1.975,1.8,0.7836,-0.1,21.799,2.76595,-6.038,1.68068,-6.702,2.79044
1.975,1.8,0.7836,0.1,40.692,4.86004,-12.815,2.7188,-12.47,3.95402
1.975,1.8,0.7836,0.3,63.626,7.40228,-17.491,3.71873,-11.993,4.98842
1.975,1.8,0.7836,0.5,96.62,11.008,-3.764,3.32529,1.465,5.2418
1.975,1.8,0.7836,0.675,113.25,13.136,-5.78,5.13374,6.848,7.72069
1.975,1.8,0.7836,0.825,154.553,17.6687,-6.056,5.01233,21.237,8.32066
1.975,1.8,0.7836,0.95,247.78,27.9386,-19.916,6.36674,23.196,10.2199
2.025,1.8,0.7683,-0.775,7.431,1.30479,2.392,1.35521,1.898,1.91393
2.025,1.8,0.7683,-0.525,4.266,0.759647,1.114,0.713997,-1.46,1.15569
2.025,1.8,0.7683,-0.3,8.249,1.25824,-3.179,1.07349,-2.14,1.81139
2.025,1.8,0.7683,-0.1,17.626,2.27401,-6.089,1.52556,-5.462,2.43438
2.025,1.8,0.7683,0.1,36.631,4.37209,-9.165,2.2526,-8.401,3.42603
2.025,1.8,0.7683,0.3,53.227,6.26033,-12.096,3.35328,-8.126,4.68547
2.025,1.8,0.7683,0.5,74.726,8.56845,-4.601,3.01938,-6.931,4.76944
2.025,1.8,0.7683,0.675,93.162,10.8031,-6.199,4.33412,-9.856,6.81034
2.025,1.8,0.7683,0.825,127.029,14.6687,-12.532,5.01417,5.944,7.72835
2.025,1.8,0.7683,0.95,224.677,25.3479,-20.301,6.0176,22.948,9.65388
2.075,1.8,0.7489,-0.775,3.617,0.807832,0.47,0.889701,-0.452,1.41899
2.075,1.8,0.7489,-0.525,2.154,0.529103,0.633,0.597607,-0.201,0.915302
2.075,1.8,0.7489,-0.3,9.821,1.4539,-4.01,1.28194,-1.152,2.01052
2.075,1.8,0.7489,-0.1,17.95,2.28175,-4.55,1.4521,-3.316,2.36109
2.075,1.8,0.7489,0.1,27.363,3.31733,-7.17,1.82254,-8.42,2.96636
2.075,1.8,0.7489,0.3,43.72,5.15005,-15.333,2.96285,-12.863,4.04165
2.075,1.8,0.7489,0.5,64.84,7.50837,-0.813,3.24839,-3.495,5.00075
2.075,1.8,0.7489,0.675,88.089,10.2316,-3.445,4.37859,6.019,6.78365
2.075,1.8,0.7489,0.825,127.83,14.8551,-12.821,5.6411,6.36,8.29544
2.075,1.8,0.7489,0.95,233.279,26.3221,-8.143,5.96952,16.51,10.1053
2.125,1.8,0.7287,-0.775,1.072,0.556862,0.468,0.744018,0.404,0.969153
2.125,1.8,0.7287,-0.525,2.133,0.51469,0.49,0.587802,-0.207,0.932315
2.125,1.8,0.7287,-0.3,6.925,1.08025,-3.768,1.05275,-1.348,1.67444
2.125,1.8,0.7287,-0.1,11.408,1.54834,-3.384,1.19264,-1.496,1.92697
2.125,1.8,0.7287,0.1,21.016,2.59249,-4.729,1.55385,-2.65,2.4626
2.125,1.8,0.7287,0.3,35.946,4.26547,-6.587,2.11631,-11.704,3.5
2.125,1.8,0.7287,0.5,52.237,6.1477,-3.963,3.20274,-5.995,4.84504
2.125,1.8,0.7287,0.675,78.549,9.13605,-8.973,4.0794,-3.984,6.25739
2.125,1.8,0.7287,0.825,131.838,15.3798,-12.736,6.67934,25.95,9.83155
2.125,1.8,0.7287,0.95,216.705,24.4856,-4.123,5.88381,14.374,10.0044
2.175,1.8,0.7042,-0.775,0.615,0.415644,0.496,0.577921,0.15,0.70022
2.175,1.8,0.7042,-0.525,1.215,0.395693,0.215,0.471671,-0.34,0.805982
2.175,1.8,0.7042,-0.3,3.723,0.65719,-2.369,0.751019,0.712,1.20788
2.175,1.8,0.7042,-0.1,8.442,1.21858,-3.437,1.06485,-1.921,1.74553
2.175,1.8,0.7042,0.1,15.331,1.96226,-3.639,1.33947,-2.018,2.19772
2.175,1.8,0.7042,0.3,29.318,3.53091,-6.916,2.04399,-2,3.06295
2.175,1.8,0.7042,0.5,47.444,5.73945,1.396,3.78553,-1.904,5.53349
2.175,1.8,0.7042,0.675,74.63,8.68989,-9.092,4.03958,-10.737,6.36618
2.175,1.8,0.7042,0.825,110.492,13.0122,-21.244,6.4363,-5.451,9.0505
2.175,1.8,0.7042,0.95,226.21,25.574,-0.387,6.42316,6.357,10.8036
2.225,1.8,0.6791,-0.775,0.747,0.430069,0.372,0.555707,-0.297,0.897673
2.225,1.8,0.6791,-0.525,0.896,0.318905,0.318,0.427622,0.259,0.635723
2.225,1.8,0.6791,-0.3,3.057,0.605926,-2.09,0.741482,0.425,1.17305
2.225,1.8,0.6791,-0.1,5.304,0.872557,-2.256,0.894816,-0.994,1.47559
2.225,1.8,0.6791,0.1,13.459,1.7603,-2.987,1.27291,-3.464,2.19278
2.225,1.8,0.6791,0.3,21.759,2.69294,-3.02,1.64832,-4.137,2.76568
2.225,1.8,0.6791,0.5,45.294,5.47912,-2.703,3.56207,-4.714,5.25801
2.225,1.8,0.6791,0.675,69.843,8.17981,-2.058,4.03519,-5.571,6.38635
2.225,1.8,0.6791,0.825,104.07,12.2501,-29.275,6.55079,-21.914,9.49184
2.225,1.8,0.6791,0.95,206.146,23.3941,-1.311,6.62877,1.892,11.1462
2.275,1.8,0.6516,-0.775,1.319,0.458978,0.856,0.643837,0.324,0.906793
2.275,1.8,0.6516,-0.525,0.592,0.290529,0.118,0.341279,-0.426,0.666865
2.275,1.8,0.6516,-0.3,2.13,0.511874,-1.001,0.608379,-0.83,1.08535
2.275,1.8,0.6516,-0.1,4.144,0.739477,-2.248,0.837378,-0.924,1.38223
2.275,1.8,0.6516,0.1,8.947,1.26404,-2.374,1.10643,-1.451,1.89363
2.275,1.8,0.6516,0.3,18.905,2.37441,-2.558,1.60318,-1.649,2.66898
2.275,1.8,0.6516,0.5,32.077,3.87339,-12.799,2.67785,-15.942,4.12214
2.275,1.8,0.6516,0.675,60.098,7.15458,-2.432,4.18369,-15.815,6.83714
2.275,1.8,0.6516,0.825,104.867,12.4324,-11.89,6.74502,-14.22,10.1532
2.275,1.8,0.6516,0.95,197.126,22.4709,-9.335,7.09161,-14.887,12.2881
2.325,1.8,0.621,-0.775,1.151,0.399007,0.397,0.529043,-0.475,0.913692
2.325,1.8,0.621,-0.525,0.322,0.251552,0.129,0.372306,0.089,0.587092
2.325,1.8,0.621,-0.3,1.493,0.447795,-0.247,0.608686,-0.08,1.05404
2.325,1.8,0.621,-0.1,1.607,0.478492,-0.496,0.649597,-0.246,1.12637
2.325,1.8,0.621,0.1,8.711,1.21517,-2.167,1.10547,0.148,1.86108
2.325,1.8,0.621,0.3,14.521,1.8776,-2.815,1.40612,-5.027,2.50503
2.325,1.8,0.621,0.5,28.391,3.51107,-6.791,2.50438,-9.985,4.01952
2.325,1.8,0.621,0.675,59.63,7.17595,-4.05,4.72582,-18.449,7.61724
2.325,1.8,0.621,0.825,91.286,10.9595,-9.4,6.83309,-10.485,10.3231
2.325,1.8,0.621,0.95,195.204,22.3607,-21.99,8.15736,-11.441,13.7563
2.375,1.8,0.5907,-0.775,0.995,0.339469,0.796,0.544031,-0.086,0.888057
2.375,1.8,0.5907,-0.525,0.286,0.220299,0.108,0.372215,0.131,0.614191
2.375,1.8,0.5907,-0.3,1.247,0.395043,-0.355,0.46984,-1.303,1.00068
2.375,1.8,0.5907,-0.1,2.815,0.582836,-0.586,0.7362,-0.788,1.31324
2.375,1.8,0.5907,0.1,4.328,0.74087,-1.745,0.866399,-0.379,1.48866
2.375,1.8,0.5907,0.3,13.04,1.70338,-1.623,1.38607,-1.659,2.38591
2.375,1.8,0.5907,0.5,28.562,3.51592,-6.545,2.52683,-6.18,4.00973
2.375,1.8,0.5907,0.675,55.829,6.85734,-4.554,5.34065,-11.836,8.23034
2.375,1.8,0.5907,0.825,89.385,10.7033,-10.644,6.80689,-23.331,10.9294
2.375,1.8,0.5907,0.95,166.379,19.2408,-29.836,8.57199,-8.228,14.2476
2.425,1.8,0.5588,-0.775,0.526,0.234388,0.354,0.323661,-0.354,0.609409
2.425,1.8,0.5588,-0.525,1.021,0.290057,0.56,0.450787,0.931,0.702496
2.425,1.8,0.5588,-0.3,0.305,0.220613,-0.013,0.348003,-0.033,0.615012
2.425,1.8,0.5588,-0.1,1.481,0.403049,-0.67,0.561499,-0.595,1.01938
2.425,1.8,0.5588,0.1,3.611,0.653386,-1.936,0.837224,-0.412,1.41982
2.425,1.8,0.5588,0.3,9.91,1.36251,-1.173,1.28336,-0.918,2.25256
2.425,1.8,0.5588,0.5,22.712,2.81614,-6.876,2.10851,-10.334,3.69161
2.425,1.8,0.5588,0.675,47.759,5.84043,-5.183,4.16241,-21.413,7.12406
2.425,1.8,0.5588,0.825,69.949,8.47053,-19.103,5.93401,-35.685,10.3532
2.425,1.8,0.5588,0.95,158.855,18.6177,-20.212,9.22911,-18.023,16.297
2.475,1.8,0.5289,-0.775,1.19,0.302377,0.295,0.381564,-1.414,0.828682
2.475,1.8,0.5289,-0.525,0.261,0.184291,0.106,0.309249,0.073,0.528069
2.475,1.8,0.5289,-0.3,0.635,0.26649,-0.121,0.414242,-0.105,0.764099
2.475,1.8,0.5289,-0.1,1.049,0.326471,-0.745,0.510497,0.195,0.883295
2.475,1.8,0.5289,0.1,4.185,0.668696,-1.728,0.83097,0.685,1.42026
2.475,1.8,0.5289,0.3,7.467,1.07019,-1.465,1.1281,-0.907,2.0118
2.475,1.8,0.5289,0.5,19.068,2.40072,-5.628,1.92606,-9.935,3.5261
2.475,1.8,0.5289,0.675,40,4.44,-1.747,0.204399,-23.759,2.7798
2.475,1.8,0.5289,0.825,62.17,7.61008,-16.29,5.74346,-58.12,11.7562
2.475,1.8,0.5289,0.95,142.048,16.5435,-27.197,9.22141,-14.85,6.19561
2.525,1.8,0.4983,-0.775,0.542,0.235804,0.324,0.422703,-0.018,0.726003
2.525,1.8,0.4983,-0.525,0.033,0.0800838,0.004,0.139001,-0.003,0.253
2.525,1.8,0.4983,-0.3,0.19,0.168326,0.022,0.276012,-0.035,0.518016
2.525,1.8,0.4983,-0.1,1.139,0.30267,-0.569,0.508378,0.971,0.878378
2.525,1.8,0.4983,0.1,0.858,0.327169,-0.308,0.566148,0.241,1.0064
2.525,1.8,0.4983,0.3,6.619,0.95302,-1.199,1.07123,0.116,1.91305
2.525,1.8,0.4983,0.5,14.121,1.85818,-2.634,1.72672,-3.845,3.10476
2.525,1.8,0.4983,0.675,32.728,4.29808,-1.327,4.23884,-19.686,7.0631
2.525,1.8,0.4983,0.825,59.679,7.43594,-13.19,6.85497,-40.798,11.958
2.525,1.8,0.4983,0.95,125.285,14.9706,-31.047,9.32095,-15.969,17.0129
2.575,1.8,0.4658,-0.775,0.138,0.143818,0.165,0.276674,-0.045,0.548025
2.575,1.8,0.4658,-0.525,0.049,0.0901642,0.067,0.19216,0.025,0.270016
2.575,1.8,0.4658,-0.3,0.066,0.0972763,0.002,0.2,-0.013,0.328004
2.575,1.8,0.4658,-0.1,0.823,0.240986,-0.447,0.414314,0.115,0.758119
2.575,1.8,0.4658,0.1,1.813,0.396816,-1.593,0.657951,0.627,1.06952
2.575,1.8,0.4658,0.3,3.404,0.591431,-1.276,0.827577,-0.862,1.55527
2.575,1.8,0.4658,0.5,11.764,1.56632,-2.91,1.53523,-3.791,2.9189
